N,eta
3.4840000000e+00,4.2878749552e+00
3.4880000000e+00,4.2880230625e+00
3.4920000000e+00,4.2881705786e+00
3.4960000000e+00,4.2883175058e+00
3.5000000000e+00,4.2884638464e+00
3.5040000000e+00,4.2886096029e+00
3.5080000000e+00,4.2887547776e+00
3.5120000000e+00,4.2888993727e+00
3.5160000000e+00,4.2890433906e+00
3.5200000000e+00,4.2891868336e+00
3.5240000000e+00,4.2893297039e+00
3.5280000000e+00,4.2894720040e+00
3.5320000000e+00,4.2896137360e+00
3.5360000000e+00,4.2897549022e+00
3.5400000000e+00,4.2898955048e+00
3.5440000000e+00,4.2900355462e+00
3.5480000000e+00,4.2901750286e+00
3.5520000000e+00,4.2903139542e+00
3.5560000000e+00,4.2904523251e+00
3.5600000000e+00,4.2905901437e+00
3.5640000000e+00,4.2907274122e+00
3.5680000000e+00,4.2908641327e+00
3.5720000000e+00,4.2910003074e+00
3.5760000000e+00,4.2911359385e+00
3.5800000000e+00,4.2912710281e+00
3.5840000000e+00,4.2914055785e+00
3.5880000000e+00,4.2915395918e+00
3.5920000000e+00,4.2916730701e+00
3.5960000000e+00,4.2918060155e+00
3.6000000000e+00,4.2919384303e+00
3.6040000000e+00,4.2920703164e+00
3.6080000000e+00,4.2922016761e+00
3.6120000000e+00,4.2923325114e+00
3.6160000000e+00,4.2924628244e+00
3.6200000000e+00,4.2925926172e+00
3.6240000000e+00,4.2927218919e+00
3.6280000000e+00,4.2928506505e+00
3.6320000000e+00,4.2929788951e+00
3.6360000000e+00,4.2931066278e+00
3.6400000000e+00,4.2932338505e+00
3.6440000000e+00,4.2933605654e+00
3.6480000000e+00,4.2934867745e+00
3.6520000000e+00,4.2936124797e+00
3.6560000000e+00,4.2937376832e+00
3.6600000000e+00,4.2938623868e+00
3.6640000000e+00,4.2939865926e+00
3.6680000000e+00,4.2941103026e+00
3.6720000000e+00,4.2942335187e+00
3.6760000000e+00,4.2943562430e+00
3.6800000000e+00,4.2944784773e+00
3.6840000000e+00,4.2946002237e+00
3.6880000000e+00,4.2947214841e+00
3.6920000000e+00,4.2948422604e+00
3.6960000000e+00,4.2949625546e+00
3.7000000000e+00,4.2950823686e+00
3.7040000000e+00,4.2952017043e+00
3.7080000000e+00,4.2953205636e+00
3.7120000000e+00,4.2954389484e+00
3.7160000000e+00,4.2955568606e+00
3.7200000000e+00,4.2956743022e+00
3.7240000000e+00,4.2957912749e+00
3.7280000000e+00,4.2959077806e+00
3.7320000000e+00,4.2960238213e+00
3.7360000000e+00,4.2961393987e+00
3.7400000000e+00,4.2962545148e+00
3.7440000000e+00,4.2963691713e+00
3.7480000000e+00,4.2964833701e+00
3.7520000000e+00,4.2965971130e+00
3.7560000000e+00,4.2967104019e+00
3.7600000000e+00,4.2968232385e+00
3.7640000000e+00,4.2969356247e+00
3.7680000000e+00,4.2970475623e+00
3.7720000000e+00,4.2971590530e+00
3.7760000000e+00,4.2972700986e+00
3.7800000000e+00,4.2973807009e+00
3.7840000000e+00,4.2974908617e+00
3.7880000000e+00,4.2976005828e+00
3.7920000000e+00,4.2977098658e+00
3.7960000000e+00,4.2978187126e+00
3.8000000000e+00,4.2979271249e+00
3.8040000000e+00,4.2980351044e+00
3.8080000000e+00,4.2981426528e+00
3.8120000000e+00,4.2982497720e+00
3.8160000000e+00,4.2983564635e+00
3.8200000000e+00,4.2984627291e+00
3.8240000000e+00,4.2985685704e+00
3.8280000000e+00,4.2986739893e+00
3.8320000000e+00,4.2987789873e+00
3.8360000000e+00,4.2988835662e+00
3.8400000000e+00,4.2989877276e+00
3.8440000000e+00,4.2990914732e+00
3.8480000000e+00,4.2991948047e+00
3.8520000000e+00,4.2992977236e+00
3.8560000000e+00,4.2994002317e+00
3.8600000000e+00,4.2995023306e+00
3.8640000000e+00,4.2996040219e+00
3.8680000000e+00,4.2997053073e+00
3.8720000000e+00,4.2998061883e+00
3.8760000000e+00,4.2999066666e+00
3.8800000000e+00,4.3000067438e+00
3.8840000000e+00,4.3001064215e+00
3.8880000000e+00,4.3002057013e+00
3.8920000000e+00,4.3003045848e+00
3.8960000000e+00,4.3004030735e+00
3.9000000000e+00,4.3005011691e+00
3.9040000000e+00,4.3005988730e+00
3.9080000000e+00,4.3006961870e+00
3.9120000000e+00,4.3007931124e+00
3.9160000000e+00,4.3008896509e+00
3.9200000000e+00,4.3009858041e+00
3.9240000000e+00,4.3010815734e+00
3.9280000000e+00,4.3011769604e+00
3.9320000000e+00,4.3012719666e+00
3.9360000000e+00,4.3013665936e+00
3.9400000000e+00,4.3014608428e+00
3.9440000000e+00,4.3015547157e+00
3.9480000000e+00,4.3016482139e+00
3.9520000000e+00,4.3017413389e+00
3.9560000000e+00,4.3018340921e+00
3.9600000000e+00,4.3019264751e+00
3.9640000000e+00,4.3020184893e+00
3.9680000000e+00,4.3021101361e+00
3.9720000000e+00,4.3022014171e+00
3.9760000000e+00,4.3022923337e+00
3.9800000000e+00,4.3023828873e+00
3.9840000000e+00,4.3024730795e+00
3.9880000000e+00,4.3025629116e+00
3.9920000000e+00,4.3026523851e+00
3.9960000000e+00,4.3027415015e+00
4.0000000000e+00,4.3028302621e+00
4.0040000000e+00,4.3029186683e+00
4.0080000000e+00,4.3030067216e+00
4.0120000000e+00,4.3030944235e+00
4.0160000000e+00,4.3031817752e+00
4.0200000000e+00,4.3032687782e+00
4.0240000000e+00,4.3033554339e+00
4.0280000000e+00,4.3034417437e+00
4.0320000000e+00,4.3035277089e+00
4.0360000000e+00,4.3036133309e+00
4.0400000000e+00,4.3036986112e+00
4.0440000000e+00,4.3037835510e+00
4.0480000000e+00,4.3038681517e+00
4.0520000000e+00,4.3039524147e+00
4.0560000000e+00,4.3040363414e+00
4.0600000000e+00,4.3041199330e+00
4.0640000000e+00,4.3042031908e+00
4.0680000000e+00,4.3042861164e+00
4.0720000000e+00,4.3043687109e+00
4.0760000000e+00,4.3044509756e+00
4.0800000000e+00,4.3045329120e+00
4.0840000000e+00,4.3046145213e+00
4.0880000000e+00,4.3046958048e+00
4.0920000000e+00,4.3047767638e+00
4.0960000000e+00,4.3048573996e+00
4.1000000000e+00,4.3049377136e+00
4.1040000000e+00,4.3050177069e+00
4.1080000000e+00,4.3050973809e+00
4.1120000000e+00,4.3051767368e+00
4.1160000000e+00,4.3052557759e+00
4.1200000000e+00,4.3053344996e+00
4.1240000000e+00,4.3054129089e+00
4.1280000000e+00,4.3054910052e+00
4.1320000000e+00,4.3055687898e+00
4.1360000000e+00,4.3056462639e+00
4.1400000000e+00,4.3057234287e+00
4.1440000000e+00,4.3058002854e+00
4.1480000000e+00,4.3058768354e+00
4.1520000000e+00,4.3059530797e+00
4.1560000000e+00,4.3060290197e+00
4.1600000000e+00,4.3061046565e+00
4.1640000000e+00,4.3061799914e+00
4.1680000000e+00,4.3062550255e+00
4.1720000000e+00,4.3063297602e+00
4.1760000000e+00,4.3064041964e+00
4.1800000000e+00,4.3064783355e+00
4.1840000000e+00,4.3065521787e+00
4.1880000000e+00,4.3066257271e+00
4.1920000000e+00,4.3066989819e+00
4.1960000000e+00,4.3067719442e+00
4.2000000000e+00,4.3068446153e+00
4.2040000000e+00,4.3069169962e+00
4.2080000000e+00,4.3069890883e+00
4.2120000000e+00,4.3070608925e+00
4.2160000000e+00,4.3071324101e+00
4.2200000000e+00,4.3072036422e+00
4.2240000000e+00,4.3072745899e+00
4.2280000000e+00,4.3073452544e+00
4.2320000000e+00,4.3074156368e+00
4.2360000000e+00,4.3074857383e+00
4.2400000000e+00,4.3075555599e+00
4.2440000000e+00,4.3076251028e+00
4.2480000000e+00,4.3076943680e+00
4.2520000000e+00,4.3077633568e+00
4.2560000000e+00,4.3078320702e+00
4.2600000000e+00,4.3079005092e+00
4.2640000000e+00,4.3079686751e+00
4.2680000000e+00,4.3080365688e+00
4.2720000000e+00,4.3081041915e+00
4.2760000000e+00,4.3081715442e+00
4.2800000000e+00,4.3082386281e+00
4.2840000000e+00,4.3083054441e+00
4.2880000000e+00,4.3083719935e+00
4.2920000000e+00,4.3084382772e+00
4.2960000000e+00,4.3085042962e+00
4.3000000000e+00,4.3085700518e+00
4.3040000000e+00,4.3086355448e+00
4.3080000000e+00,4.3087007764e+00
4.3120000000e+00,4.3087657475e+00
4.3160000000e+00,4.3088304593e+00
4.3200000000e+00,4.3088949128e+00
4.3240000000e+00,4.3089591090e+00
4.3280000000e+00,4.3090230489e+00
4.3320000000e+00,4.3090867336e+00
4.3360000000e+00,4.3091501640e+00
4.3400000000e+00,4.3092133412e+00
4.3440000000e+00,4.3092762662e+00
4.3480000000e+00,4.3093389400e+00
4.3520000000e+00,4.3094013637e+00
4.3560000000e+00,4.3094635381e+00
4.3600000000e+00,4.3095254643e+00
4.3640000000e+00,4.3095871433e+00
4.3680000000e+00,4.3096485761e+00
4.3720000000e+00,4.3097097637e+00
4.3760000000e+00,4.3097707070e+00
4.3800000000e+00,4.3098314070e+00
4.3840000000e+00,4.3098918647e+00
4.3880000000e+00,4.3099520810e+00
4.3920000000e+00,4.3100120570e+00
4.3960000000e+00,4.3100717935e+00
4.4000000000e+00,4.3101312916e+00
4.4040000000e+00,4.3101905521e+00
4.4080000000e+00,4.3102495761e+00
4.4120000000e+00,4.3103083645e+00
4.4160000000e+00,4.3103669182e+00
4.4200000000e+00,4.3104252381e+00
4.4240000000e+00,4.3104833252e+00
4.4280000000e+00,4.3105411804e+00
4.4320000000e+00,4.3105988047e+00
4.4360000000e+00,4.3106561989e+00
4.4400000000e+00,4.3107133641e+00
4.4440000000e+00,4.3107703010e+00
4.4480000000e+00,4.3108270106e+00
4.4520000000e+00,4.3108834938e+00
4.4560000000e+00,4.3109397516e+00
4.4600000000e+00,4.3109957848e+00
4.4640000000e+00,4.3110515943e+00
4.4680000000e+00,4.3111071810e+00
4.4720000000e+00,4.3111625458e+00
4.4760000000e+00,4.3112176895e+00
4.4800000000e+00,4.3112726132e+00
4.4840000000e+00,4.3113273176e+00
4.4880000000e+00,4.3113818036e+00
4.4920000000e+00,4.3114360721e+00
4.4960000000e+00,4.3114901240e+00
4.5000000000e+00,4.3115439600e+00
4.5040000000e+00,4.3115975812e+00
4.5080000000e+00,4.3116509883e+00
4.5120000000e+00,4.3117041822e+00
4.5160000000e+00,4.3117571638e+00
4.5200000000e+00,4.3118099339e+00
4.5240000000e+00,4.3118624933e+00
4.5280000000e+00,4.3119148429e+00
4.5320000000e+00,4.3119669835e+00
4.5360000000e+00,4.3120189159e+00
4.5400000000e+00,4.3120706411e+00
4.5440000000e+00,4.3121221597e+00
4.5480000000e+00,4.3121734727e+00
4.5520000000e+00,4.3122245809e+00
4.5560000000e+00,4.3122754850e+00
4.5600000000e+00,4.3123261859e+00
4.5640000000e+00,4.3123766844e+00
4.5680000000e+00,4.3124269814e+00
4.5720000000e+00,4.3124770775e+00
4.5760000000e+00,4.3125269737e+00
4.5800000000e+00,4.3125766707e+00
4.5840000000e+00,4.3126261692e+00
4.5880000000e+00,4.3126754702e+00
4.5920000000e+00,4.3127245744e+00
4.5960000000e+00,4.3127734826e+00
4.6000000000e+00,4.3128221955e+00
4.6040000000e+00,4.3128707139e+00
4.6080000000e+00,4.3129190387e+00
4.6120000000e+00,4.3129671705e+00
4.6160000000e+00,4.3130151102e+00
4.6200000000e+00,4.3130628586e+00
4.6240000000e+00,4.3131104163e+00
4.6280000000e+00,4.3131577842e+00
4.6320000000e+00,4.3132049629e+00
4.6360000000e+00,4.3132519534e+00
4.6400000000e+00,4.3132987562e+00
4.6440000000e+00,4.3133453722e+00
4.6480000000e+00,4.3133918022e+00
4.6520000000e+00,4.3134380467e+00
4.6560000000e+00,4.3134841067e+00
4.6600000000e+00,4.3135299828e+00
4.6640000000e+00,4.3135756758e+00
4.6680000000e+00,4.3136211863e+00
4.6720000000e+00,4.3136665152e+00
4.6760000000e+00,4.3137116631e+00
4.6800000000e+00,4.3137566308e+00
4.6840000000e+00,4.3138014190e+00
4.6880000000e+00,4.3138460283e+00
4.6920000000e+00,4.3138904596e+00
4.6960000000e+00,4.3139347136e+00
4.7000000000e+00,4.3139787908e+00
4.7040000000e+00,4.3140226922e+00
4.7080000000e+00,4.3140664182e+00
4.7120000000e+00,4.3141099697e+00
4.7160000000e+00,4.3141533474e+00
4.7200000000e+00,4.3141965518e+00
4.7240000000e+00,4.3142395838e+00
4.7280000000e+00,4.3142824441e+00
4.7320000000e+00,4.3143251332e+00
4.7360000000e+00,4.3143676519e+00
4.7400000000e+00,4.3144100009e+00
4.7440000000e+00,4.3144521808e+00
4.7480000000e+00,4.3144941923e+00
4.7520000000e+00,4.3145360362e+00
4.7560000000e+00,4.3145777129e+00
4.7600000000e+00,4.3146192233e+00
4.7640000000e+00,4.3146605680e+00
4.7680000000e+00,4.3147017477e+00
4.7720000000e+00,4.3147427630e+00
4.7760000000e+00,4.3147836145e+00
4.7800000000e+00,4.3148243029e+00
4.7840000000e+00,4.3148648290e+00
4.7880000000e+00,4.3149051932e+00
4.7920000000e+00,4.3149453963e+00
4.7960000000e+00,4.3149854389e+00
4.8000000000e+00,4.3150253217e+00
4.8040000000e+00,4.3150650452e+00
4.8080000000e+00,4.3151046102e+00
4.8120000000e+00,4.3151440172e+00
4.8160000000e+00,4.3151832670e+00
4.8200000000e+00,4.3152223600e+00
4.8240000000e+00,4.3152612970e+00
4.8280000000e+00,4.3153000785e+00
4.8320000000e+00,4.3153387052e+00
4.8360000000e+00,4.3153771777e+00
4.8400000000e+00,4.3154154967e+00
4.8440000000e+00,4.3154536627e+00
4.8480000000e+00,4.3154916763e+00
4.8520000000e+00,4.3155295381e+00
4.8560000000e+00,4.3155672488e+00
4.8600000000e+00,4.3156048090e+00
4.8640000000e+00,4.3156422193e+00
4.8680000000e+00,4.3156794801e+00
4.8720000000e+00,4.3157165923e+00
4.8760000000e+00,4.3157535563e+00
4.8800000000e+00,4.3157903727e+00
4.8840000000e+00,4.3158270422e+00
4.8880000000e+00,4.3158635653e+00
4.8920000000e+00,4.3158999425e+00
4.8960000000e+00,4.3159361746e+00
4.9000000000e+00,4.3159722620e+00
4.9040000000e+00,4.3160082054e+00
4.9080000000e+00,4.3160440052e+00
4.9120000000e+00,4.3160796622e+00
4.9160000000e+00,4.3161151768e+00
4.9200000000e+00,4.3161505497e+00
4.9240000000e+00,4.3161857813e+00
4.9280000000e+00,4.3162208723e+00
4.9320000000e+00,4.3162558232e+00
4.9360000000e+00,4.3162906346e+00
4.9400000000e+00,4.3163253070e+00
4.9440000000e+00,4.3163598410e+00
4.9480000000e+00,4.3163942371e+00
4.9520000000e+00,4.3164284959e+00
4.9560000000e+00,4.3164626180e+00
4.9600000000e+00,4.3164966039e+00
4.9640000000e+00,4.3165304540e+00
4.9680000000e+00,4.3165641691e+00
4.9720000000e+00,4.3165977496e+00
4.9760000000e+00,4.3166311960e+00
4.9800000000e+00,4.3166645089e+00
4.9840000000e+00,4.3166976888e+00
4.9880000000e+00,4.3167307362e+00
4.9920000000e+00,4.3167636517e+00
4.9960000000e+00,4.3167964359e+00
5.0000000000e+00,4.3168290891e+00
5.0040000000e+00,4.3168616120e+00
5.0080000000e+00,4.3168940051e+00
5.0120000000e+00,4.3169262688e+00
5.0160000000e+00,4.3169584038e+00
5.0200000000e+00,4.3169904104e+00
5.0240000000e+00,4.3170222893e+00
5.0280000000e+00,4.3170540410e+00
5.0320000000e+00,4.3170856659e+00
5.0360000000e+00,4.3171171645e+00
5.0400000000e+00,4.3171485374e+00
5.0440000000e+00,4.3171797851e+00
5.0480000000e+00,4.3172109080e+00
5.0520000000e+00,4.3172419067e+00
5.0560000000e+00,4.3172727816e+00
5.0600000000e+00,4.3173035333e+00
5.0640000000e+00,4.3173341622e+00
5.0680000000e+00,4.3173646688e+00
5.0720000000e+00,4.3173950537e+00
5.0760000000e+00,4.3174253172e+00
5.0800000000e+00,4.3174554600e+00
5.0840000000e+00,4.3174854824e+00
5.0880000000e+00,4.3175153850e+00
5.0920000000e+00,4.3175451682e+00
5.0960000000e+00,4.3175748325e+00
5.1000000000e+00,4.3176043783e+00
5.1040000000e+00,4.3176338063e+00
5.1080000000e+00,4.3176631167e+00
5.1120000000e+00,4.3176923102e+00
5.1160000000e+00,4.3177213871e+00
5.1200000000e+00,4.3177503479e+00
5.1240000000e+00,4.3177791932e+00
5.1280000000e+00,4.3178079232e+00
5.1320000000e+00,4.3178365386e+00
5.1360000000e+00,4.3178650398e+00
5.1400000000e+00,4.3178934271e+00
5.1440000000e+00,4.3179217012e+00
5.1480000000e+00,4.3179498624e+00
5.1520000000e+00,4.3179779111e+00
5.1560000000e+00,4.3180058479e+00
5.1600000000e+00,4.3180336732e+00
5.1640000000e+00,4.3180613874e+00
5.1680000000e+00,4.3180889909e+00
5.1720000000e+00,4.3181164843e+00
5.1760000000e+00,4.3181438679e+00
5.1800000000e+00,4.3181711422e+00
5.1840000000e+00,4.3181983076e+00
5.1880000000e+00,4.3182253645e+00
5.1920000000e+00,4.3182523135e+00
5.1960000000e+00,4.3182791549e+00
5.2000000000e+00,4.3183058891e+00
5.2040000000e+00,4.3183325166e+00
5.2080000000e+00,4.3183590378e+00
5.2120000000e+00,4.3183854531e+00
5.2160000000e+00,4.3184117630e+00
5.2200000000e+00,4.3184379678e+00
5.2240000000e+00,4.3184640681e+00
5.2280000000e+00,4.3184900641e+00
5.2320000000e+00,4.3185159564e+00
5.2360000000e+00,4.3185417453e+00
5.2400000000e+00,4.3185674313e+00
5.2440000000e+00,4.3185930147e+00
5.2480000000e+00,4.3186184960e+00
5.2520000000e+00,4.3186438755e+00
5.2560000000e+00,4.3186691538e+00
5.2600000000e+00,4.3186943311e+00
5.2640000000e+00,4.3187194080e+00
5.2680000000e+00,4.3187443847e+00
5.2720000000e+00,4.3187692617e+00
5.2760000000e+00,4.3187940394e+00
5.2800000000e+00,4.3188187182e+00
5.2840000000e+00,4.3188432985e+00
5.2880000000e+00,4.3188677806e+00
5.2920000000e+00,4.3188921651e+00
5.2960000000e+00,4.3189164521e+00
5.3000000000e+00,4.3189406423e+00
5.3040000000e+00,4.3189647358e+00
5.3080000000e+00,4.3189887332e+00
5.3120000000e+00,4.3190126348e+00
5.3160000000e+00,4.3190364409e+00
5.3200000000e+00,4.3190601521e+00
5.3240000000e+00,4.3190837685e+00
5.3280000000e+00,4.3191072907e+00
5.3320000000e+00,4.3191307190e+00
5.3360000000e+00,4.3191540538e+00
5.3400000000e+00,4.3191772954e+00
5.3440000000e+00,4.3192004443e+00
5.3480000000e+00,4.3192235007e+00
5.3520000000e+00,4.3192464651e+00
5.3560000000e+00,4.3192693378e+00
5.3600000000e+00,4.3192921192e+00
5.3640000000e+00,4.3193148096e+00
5.3680000000e+00,4.3193374095e+00
5.3720000000e+00,4.3193599192e+00
5.3760000000e+00,4.3193823390e+00
5.3800000000e+00,4.3194046693e+00
5.3840000000e+00,4.3194269104e+00
5.3880000000e+00,4.3194490628e+00
5.3920000000e+00,4.3194711267e+00
5.3960000000e+00,4.3194931026e+00
5.4000000000e+00,4.3195149907e+00
5.4040000000e+00,4.3195367915e+00
5.4080000000e+00,4.3195585052e+00
5.4120000000e+00,4.3195801322e+00
5.4160000000e+00,4.3196016729e+00
5.4200000000e+00,4.3196231277e+00
5.4240000000e+00,4.3196444967e+00
5.4280000000e+00,4.3196657805e+00
5.4320000000e+00,4.3196869793e+00
5.4360000000e+00,4.3197080935e+00
5.4400000000e+00,4.3197291233e+00
5.4440000000e+00,4.3197500693e+00
5.4480000000e+00,4.3197709316e+00
5.4520000000e+00,4.3197917106e+00
5.4560000000e+00,4.3198124067e+00
5.4600000000e+00,4.3198330202e+00
5.4640000000e+00,4.3198535514e+00
5.4680000000e+00,4.3198740006e+00
5.4720000000e+00,4.3198943682e+00
5.4760000000e+00,4.3199146544e+00
5.4800000000e+00,4.3199348597e+00
5.4840000000e+00,4.3199549844e+00
5.4880000000e+00,4.3199750286e+00
5.4920000000e+00,4.3199949929e+00
5.4960000000e+00,4.3200148775e+00
5.5000000000e+00,4.3200346827e+00
5.5040000000e+00,4.3200544088e+00
5.5080000000e+00,4.3200740562e+00
5.5120000000e+00,4.3200936252e+00
5.5160000000e+00,4.3201131160e+00
5.5200000000e+00,4.3201325291e+00
5.5240000000e+00,4.3201518646e+00
5.5280000000e+00,4.3201711229e+00
5.5320000000e+00,4.3201903044e+00
5.5360000000e+00,4.3202094093e+00
5.5400000000e+00,4.3202284379e+00
5.5440000000e+00,4.3202473906e+00
5.5480000000e+00,4.3202662676e+00
5.5520000000e+00,4.3202850692e+00
5.5560000000e+00,4.3203037958e+00
5.5600000000e+00,4.3203224477e+00
5.5640000000e+00,4.3203410250e+00
5.5680000000e+00,4.3203595283e+00
5.5720000000e+00,4.3203779576e+00
5.5760000000e+00,4.3203963134e+00
5.5800000000e+00,4.3204145959e+00
5.5840000000e+00,4.3204328054e+00
5.5880000000e+00,4.3204509422e+00
5.5920000000e+00,4.3204690067e+00
5.5960000000e+00,4.3204869990e+00
5.6000000000e+00,4.3205049195e+00
5.6040000000e+00,4.3205227684e+00
5.6080000000e+00,4.3205405461e+00
5.6120000000e+00,4.3205582528e+00
5.6160000000e+00,4.3205758889e+00
5.6200000000e+00,4.3205934545e+00
5.6240000000e+00,4.3206109500e+00
5.6280000000e+00,4.3206283757e+00
5.6320000000e+00,4.3206457318e+00
5.6360000000e+00,4.3206630186e+00
5.6400000000e+00,4.3206802364e+00
5.6440000000e+00,4.3206973855e+00
5.6480000000e+00,4.3207144661e+00
5.6520000000e+00,4.3207314786e+00
5.6560000000e+00,4.3207484231e+00
5.6600000000e+00,4.3207653000e+00
5.6640000000e+00,4.3207821095e+00
5.6680000000e+00,4.3207988519e+00
5.6720000000e+00,4.3208155274e+00
5.6760000000e+00,4.3208321364e+00
5.6800000000e+00,4.3208486791e+00
5.6840000000e+00,4.3208651558e+00
5.6880000000e+00,4.3208815667e+00
5.6920000000e+00,4.3208979120e+00
5.6960000000e+00,4.3209141922e+00
5.7000000000e+00,4.3209304073e+00
5.7040000000e+00,4.3209465577e+00
5.7080000000e+00,4.3209626436e+00
5.7120000000e+00,4.3209786653e+00
5.7160000000e+00,4.3209946231e+00
5.7200000000e+00,4.3210105171e+00
5.7240000000e+00,4.3210263477e+00
5.7280000000e+00,4.3210421151e+00
5.7320000000e+00,4.3210578196e+00
5.7360000000e+00,4.3210734613e+00
5.7400000000e+00,4.3210890406e+00
5.7440000000e+00,4.3211045578e+00
5.7480000000e+00,4.3211200130e+00
5.7520000000e+00,4.3211354065e+00
5.7560000000e+00,4.3211507385e+00
5.7600000000e+00,4.3211660093e+00
5.7640000000e+00,4.3211812192e+00
5.7680000000e+00,4.3211963683e+00
5.7720000000e+00,4.3212114570e+00
5.7760000000e+00,4.3212264855e+00
5.7800000000e+00,4.3212414539e+00
5.7840000000e+00,4.3212563626e+00
5.7880000000e+00,4.3212712118e+00
5.7920000000e+00,4.3212860017e+00
5.7960000000e+00,4.3213007325e+00
5.8000000000e+00,4.3213154046e+00
5.8040000000e+00,4.3213300181e+00
5.8080000000e+00,4.3213445732e+00
5.8120000000e+00,4.3213590703e+00
5.8160000000e+00,4.3213735094e+00
5.8200000000e+00,4.3213878910e+00
5.8240000000e+00,4.3214022151e+00
5.8280000000e+00,4.3214164820e+00
5.8320000000e+00,4.3214306920e+00
5.8360000000e+00,4.3214448452e+00
5.8400000000e+00,4.3214589420e+00
5.8440000000e+00,4.3214729825e+00
5.8480000000e+00,4.3214869669e+00
5.8520000000e+00,4.3215008955e+00
5.8560000000e+00,4.3215147685e+00
5.8600000000e+00,4.3215285861e+00
5.8640000000e+00,4.3215423486e+00
5.8680000000e+00,4.3215560561e+00
5.8720000000e+00,4.3215697089e+00
5.8760000000e+00,4.3215833072e+00
5.8800000000e+00,4.3215968512e+00
5.8840000000e+00,4.3216103412e+00
5.8880000000e+00,4.3216237773e+00
5.8920000000e+00,4.3216371597e+00
5.8960000000e+00,4.3216504888e+00
5.9000000000e+00,4.3216637646e+00
5.9040000000e+00,4.3216769874e+00
5.9080000000e+00,4.3216901574e+00
5.9120000000e+00,4.3217032749e+00
5.9160000000e+00,4.3217163400e+00
5.9200000000e+00,4.3217293530e+00
5.9240000000e+00,4.3217423139e+00
5.9280000000e+00,4.3217552232e+00
5.9320000000e+00,4.3217680809e+00
5.9360000000e+00,4.3217808873e+00
5.9400000000e+00,4.3217936426e+00
5.9440000000e+00,4.3218063469e+00
5.9480000000e+00,4.3218190006e+00
5.9520000000e+00,4.3218316037e+00
5.9560000000e+00,4.3218441565e+00
5.9600000000e+00,4.3218566592e+00
5.9640000000e+00,4.3218691120e+00
5.9680000000e+00,4.3218815151e+00
5.9720000000e+00,4.3218938686e+00
5.9760000000e+00,4.3219061729e+00
5.9800000000e+00,4.3219184280e+00
5.9840000000e+00,4.3219306342e+00
5.9880000000e+00,4.3219427917e+00
5.9920000000e+00,4.3219549007e+00
5.9960000000e+00,4.3219669613e+00
6.0000000000e+00,4.3219789737e+00
